model,kind,variant,metric,value,metrics_path
Llama-2-7b-hf,lm_eval,int8_pinn32,piqa,0.779651795429815,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_2_7b_hf/int8_pinn32/metrics.json
Llama-2-7b-hf,lm_eval,int8_pinn32,winogrande,0.6866614048934491,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_2_7b_hf/int8_pinn32/metrics.json
Llama-2-7b-hf,lm_eval,int8_pinn32,group1_mean,0.7395136131799411,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_2_7b_hf/int8_pinn32/metrics.json
Llama-3-8b,lm_eval,fp16_exact,arc_easy,0.7769360269360269,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_exact/metrics.json
Llama-3-8b,lm_eval,fp16_exact,hellaswag,0.7914758016331408,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_exact/metrics.json
Llama-3-8b,lm_eval,fp16_exact,piqa,0.8052230685527747,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_exact/metrics.json
Llama-3-8b,lm_eval,fp16_exact,winogrande,0.7308602999210734,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_exact/metrics.json
Llama-3-8b,lm_eval,fp16_exact,group1_mean,0.7761237992607539,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_exact/metrics.json
Llama-3-8b,lm_eval,fp16_pinn8,arc_easy,0.7781986531986532,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn8/metrics.json
Llama-3-8b,lm_eval,fp16_pinn8,hellaswag,0.7908783110934077,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn8/metrics.json
Llama-3-8b,lm_eval,fp16_pinn8,piqa,0.809031556039173,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn8/metrics.json
Llama-3-8b,lm_eval,fp16_pinn8,winogrande,0.7292817679558011,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn8/metrics.json
Llama-3-8b,lm_eval,fp16_pinn8,group1_mean,0.7768475720717587,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn8/metrics.json
Llama-3-8b,lm_eval,fp16_pinn16,arc_easy,0.7773569023569024,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn16/metrics.json
Llama-3-8b,lm_eval,fp16_pinn16,hellaswag,0.7909778928500298,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn16/metrics.json
Llama-3-8b,lm_eval,fp16_pinn16,piqa,0.8073993471164309,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn16/metrics.json
Llama-3-8b,lm_eval,fp16_pinn16,winogrande,0.7308602999210734,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn16/metrics.json
Llama-3-8b,lm_eval,fp16_pinn16,group1_mean,0.7766486105611091,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn16/metrics.json
Llama-3-8b,lm_eval,fp16_pinn32,arc_easy,0.7765151515151515,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn32/metrics.json
Llama-3-8b,lm_eval,fp16_pinn32,hellaswag,0.791575383389763,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn32/metrics.json
Llama-3-8b,lm_eval,fp16_pinn32,piqa,0.808487486398259,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn32/metrics.json
Llama-3-8b,lm_eval,fp16_pinn32,winogrande,0.7308602999210734,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn32/metrics.json
Llama-3-8b,lm_eval,fp16_pinn32,group1_mean,0.7768595803060617,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/fp16_pinn32/metrics.json
Llama-3-8b,lm_eval,int8_exact,arc_easy,0.7634680134680135,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_exact/metrics.json
Llama-3-8b,lm_eval,int8_exact,hellaswag,0.7778331009759012,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_exact/metrics.json
Llama-3-8b,lm_eval,int8_exact,piqa,0.795429815016322,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_exact/metrics.json
Llama-3-8b,lm_eval,int8_exact,winogrande,0.7324388318863457,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_exact/metrics.json
Llama-3-8b,lm_eval,int8_exact,group1_mean,0.7672924403366457,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_exact/metrics.json
Llama-3-8b,lm_eval,int8_pinn8,arc_easy,0.76010101010101,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn8/metrics.json
Llama-3-8b,lm_eval,int8_pinn8,hellaswag,0.7749452300338578,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn8/metrics.json
Llama-3-8b,lm_eval,int8_pinn8,piqa,0.7965179542981502,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn8/metrics.json
Llama-3-8b,lm_eval,int8_pinn8,winogrande,0.7419100236779794,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn8/metrics.json
Llama-3-8b,lm_eval,int8_pinn8,group1_mean,0.7683685545277494,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn8/metrics.json
Llama-3-8b,lm_eval,int8_pinn16,arc_easy,0.7668350168350169,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn16/metrics.json
Llama-3-8b,lm_eval,int8_pinn16,hellaswag,0.7726548496315475,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn16/metrics.json
Llama-3-8b,lm_eval,int8_pinn16,piqa,0.7927094668117519,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn16/metrics.json
Llama-3-8b,lm_eval,int8_pinn16,winogrande,0.7182320441988951,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn16/metrics.json
Llama-3-8b,lm_eval,int8_pinn16,group1_mean,0.7626078443693028,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn16/metrics.json
Llama-3-8b,lm_eval,int8_pinn32,arc_easy,0.7630471380471381,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn32/metrics.json
Llama-3-8b,lm_eval,int8_pinn32,hellaswag,0.7731527584146585,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn32/metrics.json
Llama-3-8b,lm_eval,int8_pinn32,piqa,0.7867247007616975,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn32/metrics.json
Llama-3-8b,lm_eval,int8_pinn32,winogrande,0.7253354380426204,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn32/metrics.json
Llama-3-8b,lm_eval,int8_pinn32,group1_mean,0.7620650088165286,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/llama_3_8b/int8_pinn32/metrics.json
Qwen2.5-7B,lm_eval,fp16_exact,arc_easy,0.7592592592592593,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_exact/metrics.json
Qwen2.5-7B,lm_eval,fp16_exact,hellaswag,0.7814180442143,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_exact/metrics.json
Qwen2.5-7B,lm_eval,fp16_exact,piqa,0.7959738846572362,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_exact/metrics.json
Qwen2.5-7B,lm_eval,fp16_exact,winogrande,0.7119179163378059,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_exact/metrics.json
Qwen2.5-7B,lm_eval,fp16_exact,group1_mean,0.7621422761171504,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_exact/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn8,arc_easy,0.7613636363636364,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn8/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn8,hellaswag,0.7807209719179447,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn8/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn8,piqa,0.795429815016322,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn8/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn8,winogrande,0.7119179163378059,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn8/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn8,group1_mean,0.7623580849089272,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn8/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn16,arc_easy,0.7596801346801347,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn16/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn16,hellaswag,0.7821151165106552,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn16/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn16,piqa,0.7883569096844396,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn16/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn16,winogrande,0.7205998421468035,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn16/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn16,group1_mean,0.7626880007555082,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn16/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn32,arc_easy,0.7546296296296297,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn32/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn32,hellaswag,0.7822146982672774,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn32/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn32,piqa,0.79379760609358,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn32/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn32,winogrande,0.7277032359905288,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn32/metrics.json
Qwen2.5-7B,lm_eval,fp16_pinn32,group1_mean,0.764586292495254,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/fp16_pinn32/metrics.json
Qwen2.5-7B,lm_eval,int8_exact,arc_easy,0.7205387205387206,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_exact/metrics.json
Qwen2.5-7B,lm_eval,int8_exact,hellaswag,0.7576180043815973,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_exact/metrics.json
Qwen2.5-7B,lm_eval,int8_exact,piqa,0.7861806311207835,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_exact/metrics.json
Qwen2.5-7B,lm_eval,int8_exact,winogrande,0.6953433307024467,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_exact/metrics.json
Qwen2.5-7B,lm_eval,int8_exact,group1_mean,0.739920171685887,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_exact/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn8,arc_easy,0.7125420875420876,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn8/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn8,hellaswag,0.7504481179047998,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn8/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn8,piqa,0.778563656147987,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn8/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn8,winogrande,0.696921862667719,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn8/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn8,group1_mean,0.7346189310656484,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn8/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn16,arc_easy,0.7272727272727273,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn16/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn16,hellaswag,0.7531368253335989,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn16/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn16,piqa,0.7774755168661589,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn16/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn16,winogrande,0.6748224151539068,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn16/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn16,group1_mean,0.733176871156598,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn16/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn32,arc_easy,0.7095959595959596,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn32/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn32,hellaswag,0.7501493726349333,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn32/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn32,piqa,0.7763873775843307,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn32/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn32,winogrande,0.6795580110497238,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn32/metrics.json
Qwen2.5-7B,lm_eval,int8_pinn32,group1_mean,0.7289226802162369,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen2_5_7b/int8_pinn32/metrics.json
Qwen3-8B,lm_eval,fp16_exact,arc_easy,0.8097643097643098,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_exact/metrics.json
Qwen3-8B,lm_eval,fp16_exact,hellaswag,0.7497510456084445,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_exact/metrics.json
Qwen3-8B,lm_eval,fp16_exact,piqa,0.7763873775843307,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_exact/metrics.json
Qwen3-8B,lm_eval,fp16_exact,winogrande,0.6740331491712708,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_exact/metrics.json
Qwen3-8B,lm_eval,fp16_exact,group1_mean,0.7524839705320889,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_exact/metrics.json
Qwen3-8B,lm_eval,fp16_pinn8,arc_easy,0.8093434343434344,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn8/metrics.json
Qwen3-8B,lm_eval,fp16_pinn8,hellaswag,0.750547699661422,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn8/metrics.json
Qwen3-8B,lm_eval,fp16_pinn8,piqa,0.7774755168661589,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn8/metrics.json
Qwen3-8B,lm_eval,fp16_pinn8,winogrande,0.6771902131018153,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn8/metrics.json
Qwen3-8B,lm_eval,fp16_pinn8,group1_mean,0.7536392159932076,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn8/metrics.json
Qwen3-8B,lm_eval,fp16_pinn16,arc_easy,0.8106060606060606,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn16/metrics.json
Qwen3-8B,lm_eval,fp16_pinn16,hellaswag,0.7495518820952002,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn16/metrics.json
Qwen3-8B,lm_eval,fp16_pinn16,piqa,0.7720348204570185,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn16/metrics.json
Qwen3-8B,lm_eval,fp16_pinn16,winogrande,0.6771902131018153,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn16/metrics.json
Qwen3-8B,lm_eval,fp16_pinn16,group1_mean,0.7523457440650236,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn16/metrics.json
Qwen3-8B,lm_eval,fp16_pinn32,arc_easy,0.8093434343434344,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn32/metrics.json
Qwen3-8B,lm_eval,fp16_pinn32,hellaswag,0.7496514638518224,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn32/metrics.json
Qwen3-8B,lm_eval,fp16_pinn32,piqa,0.7742110990206746,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn32/metrics.json
Qwen3-8B,lm_eval,fp16_pinn32,winogrande,0.6764009471191792,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn32/metrics.json
Qwen3-8B,lm_eval,fp16_pinn32,group1_mean,0.7524017360837776,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/fp16_pinn32/metrics.json
Qwen3-8B,lm_eval,int8_exact,arc_easy,0.7912457912457912,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_exact/metrics.json
Qwen3-8B,lm_eval,int8_exact,hellaswag,0.7399920334594702,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_exact/metrics.json
Qwen3-8B,lm_eval,int8_exact,piqa,0.7671381936887922,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_exact/metrics.json
Qwen3-8B,lm_eval,int8_exact,winogrande,0.6787687450670876,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_exact/metrics.json
Qwen3-8B,lm_eval,int8_exact,group1_mean,0.7442861908652854,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_exact/metrics.json
Qwen3-8B,lm_eval,int8_pinn8,arc_easy,0.7887205387205387,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn8/metrics.json
Qwen3-8B,lm_eval,int8_pinn8,hellaswag,0.7296355307707628,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn8/metrics.json
Qwen3-8B,lm_eval,int8_pinn8,piqa,0.7714907508161044,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn8/metrics.json
Qwen3-8B,lm_eval,int8_pinn8,winogrande,0.6716653512233622,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn8/metrics.json
Qwen3-8B,lm_eval,int8_pinn8,group1_mean,0.740378042882692,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn8/metrics.json
Qwen3-8B,lm_eval,int8_pinn16,arc_easy,0.789983164983165,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn16/metrics.json
Qwen3-8B,lm_eval,int8_pinn16,hellaswag,0.731925911173073,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn16/metrics.json
Qwen3-8B,lm_eval,int8_pinn16,piqa,0.766050054406964,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn16/metrics.json
Qwen3-8B,lm_eval,int8_pinn16,winogrande,0.6795580110497238,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn16/metrics.json
Qwen3-8B,lm_eval,int8_pinn16,group1_mean,0.7418792854032314,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn16/metrics.json
Qwen3-8B,lm_eval,int8_pinn32,arc_easy,0.7895622895622896,/data/user/cxu930/projects/pinn-fullstack/ae-exp/results/2026-07-13_214407_scope_ae/figure16/lm_eval/qwen3_8b/int8_pinn32/metrics.json
