model,eval_kind,precision,mode,variant_impl,variant_label,source_experiment,source_result_dir,collected_result_dir,ppl,group1_mean,arc_easy,hellaswag,piqa,winogrande
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_w8a8,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_04_dyn_sq_pinn_w8a8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_04_dyn_sq_pinn_w8a8_d32,5.618236120458099,,,,,
Llama-2-7b-hf,ppl,int8,dyn_sq,pinn_w8a8,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_02_dyn_sq_pinn_w8a8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_190845_02_dyn_sq_pinn_w8a8_d8,5.617957179172109,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,exact,exact,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153204_10_static_sq_baseline,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153204_10_static_sq_baseline,5.562552688899083,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_fp,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153500_11_static_sq_pinn_fp,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_153500_11_static_sq_pinn_fp,5.565977880883398,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_fp,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_07_static_sq_pinn_fp_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_07_static_sq_pinn_fp_d32,5.565050293199688,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_fp,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_05_static_sq_pinn_fp_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_05_static_sq_pinn_fp_d8,5.596171473988826,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_w8a8,pinn16,end2endacc_llama2_7b_w8a8_pinn_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_154715_12_static_sq_pinn_w8a8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_w8a8_pinn_ablation/results/2026-04-02_154715_12_static_sq_pinn_w8a8,5.697088620709483,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_w8a8,pinn32,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_08_static_sq_pinn_w8a8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_08_static_sq_pinn_w8a8_d32,5.687801129024639,,,,,
Llama-2-7b-hf,ppl,int8,static_sq,pinn_w8a8,pinn8,end2endacc_llama2_7b_pinn_dim_ablation,${SOURCE_ROOT}/experiments/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_06_static_sq_pinn_w8a8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama2_7b_pinn_dim_ablation/results/2026-04-02_192211_06_static_sq_pinn_w8a8_d8,5.68094312552613,,,,,
Llama-3-8b,lm,fp16,fp16,exact,exact,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_205105_00_exact_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_205105_00_exact_group1,,0.7761237992607539,0.7769360269360269,0.7914758016331408,0.8052230685527747,0.7308602999210734
Llama-3-8b,lm,fp16,fp16,pinn_fp,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_16_exact_pinn_dim16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_16_exact_pinn_dim16_group1,,0.7761794612475879,0.7765151515151515,0.7918741286596296,0.8046789989118607,0.7316495659037096
Llama-3-8b,lm,fp16,fp16,pinn_fp,pinn32,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_17_exact_pinn_dim32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_17_exact_pinn_dim32_group1,,0.7774414005836525,0.7781986531986532,0.7913762198765186,0.8101196953210011,0.7300710339384373
Llama-3-8b,lm,fp16,fp16,pinn_fp,pinn8,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_15_exact_pinn_dim8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_211518_15_exact_pinn_dim8_group1,,0.7762697758851054,0.7760942760942761,0.790479984066919,0.8068552774755169,0.7316495659037096
Llama-3-8b,lm,fp8,dyn_sq,exact,exact,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173533_01_dyn_sq_exact_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173533_01_dyn_sq_exact_fp8_group1,,0.7767200708871039,0.7760942760942761,0.7889862577175861,0.8030467899891186,0.7387529597474349
Llama-3-8b,lm,fp8,dyn_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173533_04_dyn_sq_pinn_fp_d16_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173533_04_dyn_sq_pinn_fp_d16_fp8_group1,,0.7736545725624846,0.7773569023569024,0.788388767177853,0.8019586507072906,0.7269139700078927
Llama-3-8b,lm,fp8,dyn_sq,pinn_fp8,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_052056_05_dyn_sq_pinn_fp8_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_052056_05_dyn_sq_pinn_fp8_d16_group1,,0.7713695562721591,0.7714646464646465,0.7847042421828321,0.7992383025027203,0.7300710339384373
Llama-3-8b,lm,fp8,static_sq,exact,exact,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173612_08_static_sq_exact_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173612_08_static_sq_exact_fp8_group1,,0.768912401846702,0.7706228956228957,0.7798247361083449,0.794341675734494,0.7308602999210734
Llama-3-8b,lm,fp8,static_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173737_11_static_sq_pinn_fp_d16_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_173737_11_static_sq_pinn_fp_d16_fp8_group1,,0.7707260009443101,0.7723063973063973,0.7796255725951006,0.79379760609358,0.7371744277821626
Llama-3-8b,lm,fp8,static_sq,pinn_fp,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-04_174333_07_static_sq_pinn_fp_d32_fp8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-04_174333_07_static_sq_pinn_fp_d32_fp8_group1,,0.7688957414649528,0.7744107744107744,0.7800238996215894,0.7910772578890098,0.7300710339384373
Llama-3-8b,lm,fp8,static_sq,pinn_fp8,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_054153_12_static_sq_pinn_fp8_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-04_054153_12_static_sq_pinn_fp8_d16_group1,,0.7655007464736985,0.7710437710437711,0.7754431388169687,0.7878128400435256,0.7277032359905288
Llama-3-8b,lm,fp8,static_sq,pinn_fp8,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-04_174402_08_static_sq_pinn_fp8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-04_174402_08_static_sq_pinn_fp8_d32_group1,,0.7683446609200122,0.7680976430976431,0.7756423023302131,0.7932535364526659,0.7363851617995264
Llama-3-8b,lm,int8,dyn_sq,exact,exact,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_01_dyn_sq_baseline_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_01_dyn_sq_baseline_group1,,0.7747804135933902,0.7735690235690236,0.7881896036646087,0.8041349292709467,0.7332280978689818
Llama-3-8b,lm,int8,dyn_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_04_dyn_sq_pinn_fp_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_04_dyn_sq_pinn_fp_d16_group1,,0.772751490627972,0.773989898989899,0.7886875124477196,0.8014145810663765,0.7269139700078927
Llama-3-8b,lm,int8,dyn_sq,pinn_fp,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_03_dyn_sq_pinn_fp_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_03_dyn_sq_pinn_fp_d32_group1,,0.7736088848929904,0.7710437710437711,0.7882891854212308,0.8073993471164309,0.7277032359905288
Llama-3-8b,lm,int8,dyn_sq,pinn_fp,pinn8,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_01_dyn_sq_pinn_fp_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_01_dyn_sq_pinn_fp_d8_group1,,0.7734302796001586,0.7781986531986532,0.7868950408285202,0.8025027203482046,0.7261247040252565
Llama-3-8b,lm,int8,dyn_sq,pinn_w8a8,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_05_dyn_sq_pinn_w8a8_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_05_dyn_sq_pinn_w8a8_d16_group1,,0.7676205731087641,0.7605218855218855,0.7835092611033658,0.8003264417845484,0.7261247040252565
Llama-3-8b,lm,int8,dyn_sq,pinn_w8a8,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_04_dyn_sq_pinn_w8a8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_04_dyn_sq_pinn_w8a8_d32_group1,,0.7642920410416884,0.7626262626262627,0.7862975502887871,0.7986942328618063,0.7095501183898973
Llama-3-8b,lm,int8,dyn_sq,pinn_w8a8,pinn8,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_02_dyn_sq_pinn_w8a8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_02_dyn_sq_pinn_w8a8_d8_group1,,0.7673302968823832,0.7630471380471381,0.7851025692093209,0.7997823721436343,0.7213891081294396
Llama-3-8b,lm,int8,static_sq,exact,exact,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_08_static_sq_baseline_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_08_static_sq_baseline_group1,,0.7672924403366457,0.7634680134680135,0.7778331009759012,0.795429815016322,0.7324388318863457
Llama-3-8b,lm,int8,static_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_11_static_sq_pinn_fp_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_11_static_sq_pinn_fp_d16_group1,,0.7664374791797833,0.7655723905723906,0.7763393746265684,0.8008705114254625,0.7229676400947119
Llama-3-8b,lm,int8,static_sq,pinn_fp,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_07_static_sq_pinn_fp_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_07_static_sq_pinn_fp_d32_group1,,0.7681035946259815,0.7664141414141414,0.7787293367855009,0.7932535364526659,0.734017363851618
Llama-3-8b,lm,int8,static_sq,pinn_fp,pinn8,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_05_static_sq_pinn_fp_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_05_static_sq_pinn_fp_d8_group1,,0.7659218441688421,0.7613636363636364,0.7743477394941247,0.7986942328618063,0.7292817679558011
Llama-3-8b,lm,int8,static_sq,pinn_w8a8,pinn16,end2endacc_llama3_8b_int8_lm_eval,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_12_static_sq_pinn_w8a8_d16_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_lm_eval/results/2026-04-03_214254_12_static_sq_pinn_w8a8_d16_group1,,0.7635304337813639,0.7634680134680135,0.7728540131447919,0.7932535364526659,0.7245461720599842
Llama-3-8b,lm,int8,static_sq,pinn_w8a8,pinn32,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_08_static_sq_pinn_w8a8_d32_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_08_static_sq_pinn_w8a8_d32_group1,,0.765433670524688,0.76010101010101,0.7753435570603465,0.795429815016322,0.7308602999210734
Llama-3-8b,lm,int8,static_sq,pinn_w8a8,pinn8,end2endacc_llama3_8b_lm_eval_group1_completion,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_06_static_sq_pinn_w8a8_d8_group1,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_lm_eval_group1_completion/results/2026-04-03_174528_06_static_sq_pinn_w8a8_d8_group1,,0.7635558932623656,0.7617845117845118,0.7732523401712806,0.795429815016322,0.7237569060773481
Llama-3-8b,ppl,fp16,fp16,exact,exact,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_00_exact_wikitext2,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_00_exact_wikitext2,6.137873637780244,,,,,
Llama-3-8b,ppl,fp16,fp16,pinn_fp,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_16_exact_pinn_dim16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_16_exact_pinn_dim16,6.147749522308614,,,,,
Llama-3-8b,ppl,fp16,fp16,pinn_fp,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_17_exact_pinn_dim32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_17_exact_pinn_dim32,6.147380652655276,,,,,
Llama-3-8b,ppl,fp16,fp16,pinn_fp,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_15_exact_pinn_dim8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_211518_15_exact_pinn_dim8,6.224712988612969,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,exact,exact,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_01_dyn_sq_exact_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_01_dyn_sq_exact_fp8,6.201825765827221,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_04_dyn_sq_pinn_fp_d16_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_04_dyn_sq_pinn_fp_d16_fp8,6.207577820982802,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_06_dyn_sq_pinn_fp_d32_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_06_dyn_sq_pinn_fp_d32_fp8,6.204473979182815,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_02_dyn_sq_pinn_fp_d8_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173533_02_dyn_sq_pinn_fp_d8_fp8,6.280905587140535,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp8,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050512_05_dyn_sq_pinn_fp8_d16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050512_05_dyn_sq_pinn_fp8_d16,6.379290708889521,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp8,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050606_07_dyn_sq_pinn_fp8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050606_07_dyn_sq_pinn_fp8_d32,6.37338564948691,,,,,
Llama-3-8b,ppl,fp8,dyn_sq,pinn_fp8,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050407_03_dyn_sq_pinn_fp8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050407_03_dyn_sq_pinn_fp8_d8,6.4924212778586785,,,,,
Llama-3-8b,ppl,fp8,static_sq,exact,exact,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173612_08_static_sq_exact_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173612_08_static_sq_exact_fp8,6.374943098221186,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173634_11_static_sq_pinn_fp_d16_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173634_11_static_sq_pinn_fp_d16_fp8,6.382724147910123,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173838_13_static_sq_pinn_fp_d32_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173838_13_static_sq_pinn_fp_d32_fp8,6.382584662204955,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173612_09_static_sq_pinn_fp_d8_fp8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_173612_09_static_sq_pinn_fp_d8_fp8,6.463767639967724,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp8,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_051403_12_static_sq_pinn_fp8_d16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_051403_12_static_sq_pinn_fp8_d16,6.573038858364604,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp8,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_051533_14_static_sq_pinn_fp8_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_051533_14_static_sq_pinn_fp8_d32,6.576681693636981,,,,,
Llama-3-8b,ppl,fp8,static_sq,pinn_fp8,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050825_10_static_sq_pinn_fp8_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-04_050825_10_static_sq_pinn_fp8_d8,6.699551675234123,,,,,
Llama-3-8b,ppl,int8,dyn_sq,exact,exact,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_01_dyn_sq_baseline,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_01_dyn_sq_baseline,6.251437779932557,,,,,
Llama-3-8b,ppl,int8,dyn_sq,pinn_fp,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_04_dyn_sq_pinn_fp_d16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_04_dyn_sq_pinn_fp_d16,6.255331259720217,,,,,
Llama-3-8b,ppl,int8,dyn_sq,pinn_fp,pinn32,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_06_dyn_sq_pinn_fp_d32,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_06_dyn_sq_pinn_fp_d32,6.255139658058903,,,,,
Llama-3-8b,ppl,int8,dyn_sq,pinn_fp,pinn8,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_02_dyn_sq_pinn_fp_d8,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_02_dyn_sq_pinn_fp_d8,6.33241711922628,,,,,
Llama-3-8b,ppl,int8,dyn_sq,pinn_w8a8,pinn16,end2endacc_llama3_8b_int8_ppl,${SOURCE_ROOT}/experiments/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_05_dyn_sq_pinn_w8a8_d16,${SOURCE_ROOT}/experiments/end2endacc_all_in_one/collected/end2endacc_llama3_8b_int8_ppl/results/2026-04-03_205105_05_dyn_sq_pinn_w8a8_d16,6.567902296036724,,,,,
